Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
44, Private, Some-college, Married-civ-spouse,179,5, Craft-repair, Husband, White, Male,40, United-States,152663
35, Private, Some-college, Never-married,173,4, Exec-managerial, Not-in-family, White, Female,40, United-States,48707
25, Private, Some-college, Never-married,168,2, Tech-support, Own-child, White, Female,40, United-States,40651
24, Private, Some-college, Married-civ-spouse,196,0, Machine-op-inspct, Wife, White, Female,48, United-States,140170
22, Private, Bachelors, Never-married,168,5, Prof-specialty, Not-in-family, White, Female,15, Germany,30765
42, Local-gov, Some-college, Married-civ-spouse,176,2, Craft-repair, Husband, White, Male,40, United-States,114404
34, Private, Assoc-acdm, Divorced,157,1, Sales, Unmarried, Black, Female,45, United-States,30989
60, Private, Bachelors, Divorced,188,5, Prof-specialty, Not-in-family, White, Female,42, United-States,23197
21, Private, HS-grad, Never-married,190,2, Handlers-cleaners, Own-child, White, Male,40, United-States,47482
57, Federal-gov, Masters, Married-civ-spouse,170,1, Sales, Husband, White, Male,40, United-States,134181
41, Private, Prof-school, Married-civ-spouse,151,1, Prof-specialty, Husband, White, Male,60, United-States,96469
50, Private, Some-college, Divorced,150,2, Other-service, Not-in-family, White, Male,45, United-States,28983
25, Private, Bachelors, Never-married,175,3, Exec-managerial, Not-in-family, White, Female,40, United-States,47417
50, Private, 7th-8th, Married-civ-spouse,181,4, Craft-repair, Husband, White, Male,40, Ecuador,44571
36, Private, Bachelors, Married-civ-spouse,195,1, Prof-specialty, Husband, White, Male,45, United-States,48091
31, Private, HS-grad, Divorced,155,2, Prof-specialty, Not-in-family, White, Female,40, United-States,40001
29, Local-gov, Bachelors, Never-married,158,3, Protective-serv, Not-in-family, White, Male,56, United-States,32489
21, Private, Some-college, Never-married,167,4, Sales, Own-child, White, Male,45, United-States,23685
27, Private, Bachelors, Never-married,198,1, Tech-support, Unmarried, Black, Female,40, United-States,35695
65, Private, HS-grad, Married-civ-spouse,165,6, Transport-moving, Husband, White, Male,16, United-States,35504
37, Self-emp-inc, Bachelors, Divorced,179,3, Sales, Not-in-family, White, Female,60, United-States,33483
39, ?, Masters, Married-civ-spouse,149,6, ?, Wife, Asian-Pac-Islander, Female,40, ?,40358
24, Private, HS-grad, Never-married,161,6, Craft-repair, Own-child, White, Male,40, United-States,21503
38, Private, HS-grad, Divorced,189,3, Sales, Not-in-family, White, Male,80, United-States,42026
48, Private, Bachelors, Married-civ-spouse,147,1, Adm-clerical, Husband, White, Male,40, United-States,93857
21, Private, Some-college, Never-married,168,5, Other-service, Not-in-family, Asian-Pac-Islander, Female,25, United-States,20429
31, Private, HS-grad, Married-civ-spouse,193,4, Transport-moving, Husband, White, Male,45, United-States,73926
55, Private, HS-grad, Married-civ-spouse,183,2, Sales, Husband, White, Male,40, United-States,89490
24, Private, Some-college, Married-civ-spouse,193,0, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Laos,45184
43, Private, HS-grad, Divorced,189,1, Adm-clerical, Not-in-family, White, Female,40, United-States,42983
26, Private, Assoc-acdm, Never-married,157,4, Tech-support, Not-in-family, White, Male,45, United-States,37722
46, Private, Assoc-acdm, Never-married,199,1, Prof-specialty, Not-in-family, White, Female,33, United-States,35323
35, Private, Assoc-acdm, Married-civ-spouse,193,1, Adm-clerical, Husband, White, Male,40, United-States,91108
41, Self-emp-inc, Some-college, Married-civ-spouse,159,5, Farming-fishing, Husband, White, Male,54, United-States,62577
26, Private, Bachelors, Never-married,195,2, Sales, Not-in-family, White, Male,40, United-States,33798
34, Private, Masters, Married-civ-spouse,172,2, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan,54380
19, ?, Some-college, Never-married,165,1, ?, Own-child, Black, Female,25, United-States,39019
36, Self-emp-not-inc, Bachelors, Divorced,152,1, Prof-specialty, Not-in-family, Black, Female,40, United-States,157165
22, Private, Some-college, Never-married,164,6, Sales, Own-child, White, Male,15, United-States,42597
24, Private, Some-college, Never-married,147,5, Machine-op-inspct, Not-in-family, White, Male,40, United-States,43661
77, Self-emp-not-inc, Some-college, Married-civ-spouse,178,2, Sales, Husband, White, Male,40, United-States,46656
22, Private, 5th-6th, Married-civ-spouse,177,0, Machine-op-inspct, Other-relative, White, Female,40, Mexico,28686
29, Private, Some-college, Never-married,184,3, Tech-support, Not-in-family, White, Female,40, United-States,35780
62, Private, HS-grad, Widowed,163,6, Other-service, Not-in-family, White, Female,24, United-States,21193
39, Self-emp-not-inc, HS-grad, Married-civ-spouse,189,0, Exec-managerial, Husband, White, Male,40, United-States,42069
43, Private, Some-college, Married-civ-spouse,154,2, Craft-repair, Husband, White, Male,50, United-States,37059
35, Private, HS-grad, Divorced,150,4, Transport-moving, Not-in-family, White, Male,45, United-States,29375
29, Private, 11th, Never-married,166,3, Exec-managerial, Not-in-family, White, Female,40, United-States,24324
76, Self-emp-not-inc, Masters, Married-civ-spouse,153,0, Craft-repair, Husband, White, Male,10, United-States,44548
63, Self-emp-not-inc, HS-grad, Married-civ-spouse,169,0, Farming-fishing, Husband, White, Male,45, United-States,35117
23, ?, Assoc-voc, Never-married,178,0, ?, Own-child, Black, Female,15, United-States,32412
43, Private, Some-college, Married-civ-spouse,193,6, Prof-specialty, Wife, White, Female,50, United-States,54871
58, Self-emp-not-inc, HS-grad, Married-civ-spouse,159,5, Handlers-cleaners, Husband, White, Male,40, United-States,25387
66, Private, HS-grad, Never-married,152,3, Transport-moving, Not-in-family, White, Male,55, United-States,45364
41, Private, Some-college, Never-married,159,1, Craft-repair, Not-in-family, Black, Male,45, United-States,24527
26, Private, Bachelors, Never-married,149,2, Adm-clerical, Not-in-family, White, Male,40, United-States,26090
47, Private, Assoc-voc, Never-married,149,3, Other-service, Not-in-family, White, Male,40, United-States,31578
55, Local-gov, 10th, Married-civ-spouse,186,1, Adm-clerical, Husband, White, Male,40, United-States,48553
53, Private, HS-grad, Married-civ-spouse,163,3, Transport-moving, Husband, White, Male,40, United-States,39030
17, Private, 5th-6th, Never-married,151,3, Other-service, Other-relative, White, Male,48, Mexico,27867
30, Private, HS-grad, Never-married,184,3, Craft-repair, Other-relative, White, Male,40, United-States,35330
49, Private, Masters, Never-married,163,5, Prof-specialty, Not-in-family, White, Male,60, United-States,42376
19, Private, HS-grad, Never-married,148,0, Sales, Unmarried, Black, Male,30, Haiti,28205
45, Private, HS-grad, Married-civ-spouse,171,4, Other-service, Husband, Black, Male,40, United-States,44324
26, Private, Assoc-acdm, Never-married,173,6, Sales, Not-in-family, White, Male,40, United-States,30007
38, Private, Assoc-voc, Married-civ-spouse,168,0, Craft-repair, Husband, White, Male,40, United-States,108136
36, State-gov, HS-grad, Married-civ-spouse,193,6, Protective-serv, Husband, White, Male,40, United-States,105633
33, Private, HS-grad, Never-married,191,0, Farming-fishing, Not-in-family, White, Male,20, United-States,44245
22, State-gov, Some-college, Never-married,171,4, Protective-serv, Own-child, Black, Female,40, United-States,39312
43, Self-emp-not-inc, Bachelors, Never-married,177,0, Sales, Not-in-family, White, Male,42, United-States,38715
67, ?, 11th, Married-civ-spouse,192,1, ?, Husband, White, Male,8, United-States,32114
30, ?, Assoc-voc, Divorced,169,4, ?, Unmarried, White, Female,40, United-States,20199
56, Private, Assoc-acdm, Married-spouse-absent,197,4, Other-service, Not-in-family, White, Male,25, Iran,28457
31, Private, Bachelors, Never-married,186,3, Prof-specialty, Own-child, White, Male,25, United-States,21895
33, Private, Bachelors, Married-civ-spouse,180,0, Exec-managerial, Husband, White, Male,40, United-States,117571
26, Private, HS-grad, Married-civ-spouse,162,6, Other-service, Husband, White, Male,40, United-States,27241
33, Private, Bachelors, Married-civ-spouse,183,1, Exec-managerial, Husband, White, Male,40, United-States,190813
46, Local-gov, 11th, Married-civ-spouse,158,3, Transport-moving, Husband, White, Male,30, United-States,42727
59, ?, Bachelors, Married-civ-spouse,197,2, ?, Husband, White, Male,40, United-States,156027
38, Federal-gov, HS-grad, Married-civ-spouse,171,1, Adm-clerical, Husband, White, Male,40, United-States,185227
65, Private, 11th, Widowed,195,0, Other-service, Unmarried, Other, Male,40, United-States,20286
40, Private, Assoc-voc, Married-civ-spouse,182,5, Tech-support, Husband, White, Male,40, United-States,170149
42, Private, HS-grad, Married-civ-spouse,200,5, Adm-clerical, Wife, White, Female,35, United-States,40316
26, Self-emp-not-inc, 9th, Married-civ-spouse,157,5, Craft-repair, Husband, White, Male,40, Portugal,46892
36, Private, 10th, Married-civ-spouse,197,6, Other-service, Wife, White, Female,24, United-States,23942
62, Private, Masters, Married-civ-spouse,163,3, Prof-specialty, Husband, White, Male,40, United-States,60140
43, Private, Bachelors, Married-civ-spouse,146,2, Transport-moving, Husband, White, Male,45, United-States,44507
43, Private, Bachelors, Divorced,163,5, Exec-managerial, Not-in-family, White, Male,45, United-States,54435
22, Private, HS-grad, Married-spouse-absent,158,6, Sales, Not-in-family, White, Male,55, United-States,26193
28, Private, HS-grad, Married-civ-spouse,190,1, Craft-repair, Husband, White, Male,40, United-States,29609
56, Self-emp-not-inc, Some-college, Married-civ-spouse,178,0, Sales, Husband, White, Male,45, United-States,20635
22, Private, Assoc-acdm, Never-married,197,2, Sales, Not-in-family, White, Female,15, United-States,42107
57, Private, Bachelors, Divorced,146,0, Exec-managerial, Not-in-family, White, Female,45, United-States,195487
39, Private, HS-grad, Divorced,199,3, Sales, Unmarried, White, Female,40, United-States,33665
26, Federal-gov, Some-college, Never-married,167,4, Adm-clerical, Unmarried, White, Female,15, United-States,40572
17, Private, 11th, Never-married,178,4, Other-service, Own-child, White, Male,10, United-States,20871
40, State-gov, Assoc-voc, Married-civ-spouse,178,4, Machine-op-inspct, Husband, White, Male,38, United-States,170922
45, Private, HS-grad, Married-civ-spouse,180,4, Machine-op-inspct, Husband, Black, Male,40, United-States,23561
44, Private, HS-grad, Never-married,187,5, Craft-repair, Not-in-family, Black, Male,40, United-States,45735
20, Local-gov, Some-college, Never-married,165,6, Adm-clerical, Own-child, White, Female,10, United-States,34737
33, Private, HS-grad, Married-civ-spouse,155,2, Craft-repair, Wife, White, Female,40, United-States,35437
23, Private, Some-college, Never-married,146,6, Sales, Not-in-family, White, Male,40, United-States,33033
46, Self-emp-not-inc, Masters, Divorced,199,4, Exec-managerial, Not-in-family, White, Male,30, United-States,39261
38, Private, HS-grad, Married-civ-spouse,163,6, Sales, Husband, White, Male,50, United-States,24125
54, Private, HS-grad, Divorced,165,0, Transport-moving, Not-in-family, White, Male,40, United-States,43835
46, Private, 5th-6th, Divorced,156,5, Craft-repair, Not-in-family, White, Female,45, United-States,49213
25, Private, Some-college, Married-civ-spouse,185,6, Craft-repair, Husband, White, Male,40, United-States,47322
46, Private, Some-college, Divorced,199,0, Sales, Not-in-family, White, Female,40, United-States,49420
36, Local-gov, Some-college, Married-civ-spouse,183,5, Transport-moving, Wife, White, Female,40, United-States,30185
23, Private, HS-grad, Never-married,190,0, Other-service, Not-in-family, White, Female,25, United-States,37140
29, Private, HS-grad, Separated,162,4, Machine-op-inspct, Not-in-family, White, Male,40, United-States,36339
44, Private, Some-college, Married-civ-spouse,178,1, Adm-clerical, Wife, White, Female,6, United-States,179405
19, Private, Some-college, Never-married,186,2, Adm-clerical, Own-child, White, Female,16, United-States,48285
19, Private, HS-grad, Never-married,171,0, Other-service, Other-relative, White, Female,40, United-States,26809
35, Private, HS-grad, Married-civ-spouse,190,1, Other-service, Wife, White, Female,40, United-States,173446
27, Private, Bachelors, Never-married,146,4, Craft-repair, Not-in-family, White, Male,50, United-States,33456
46, Self-emp-not-inc, Assoc-acdm, Separated,185,3, Craft-repair, Not-in-family, White, Male,40, United-States,27035
34, State-gov, Bachelors, Married-civ-spouse,174,1, Exec-managerial, Husband, White, Male,45, ?,115497
34, Private, HS-grad, Never-married,155,0, Other-service, Not-in-family, White, Female,35, United-States,30649
44, Private, Some-college, Married-civ-spouse,151,3, Tech-support, Husband, White, Male,40, United-States,20970
45, Private, Some-college, Divorced,195,2, Handlers-cleaners, Unmarried, White, Female,40, United-States,49423
20, ?, HS-grad, Never-married,184,6, ?, Other-relative, White, Female,35, United-States,26336
25, Private, Bachelors, Married-civ-spouse,166,4, Exec-managerial, Husband, White, Male,55, United-States,55975
52, Self-emp-inc, Bachelors, Married-civ-spouse,156,1, Exec-managerial, Husband, White, Male,50, United-States,79921
20, Private, Some-college, Never-married,160,6, Handlers-cleaners, Own-child, White, Male,40, United-States,20975
28, Private, Some-college, Never-married,180,4, Other-service, Not-in-family, White, Female,40, United-States,20828
50, State-gov, Bachelors, Married-civ-spouse,186,2, Protective-serv, Husband, White, Male,40, United-States,107899
34, Private, Assoc-voc, Divorced,183,5, Tech-support, Not-in-family, White, Female,64, United-States,25343
28, Private, 7th-8th, Married-civ-spouse,161,4, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico,23437
41, Private, Masters, Married-civ-spouse,164,6, Exec-managerial, Husband, White, Male,65, United-States,106562
28, Private, HS-grad, Married-civ-spouse,198,5, Adm-clerical, Husband, White, Male,40, United-States,40407
46, Self-emp-not-inc, HS-grad, Married-civ-spouse,166,6, Craft-repair, Husband, White, Male,25, United-States,46315
28, ?, Some-college, Married-civ-spouse,192,5, ?, Wife, White, Female,40, United-States,192999
32, Private, Some-college, Married-civ-spouse,154,6, Exec-managerial, Husband, White, Male,50, United-States,43862
